"10","N05CA06","SECOBARBITAL","28:24.04","BARBITURATES","",""
"66680","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"66681","D02BA","PROTECTIVES AGAINST UV-RADIATION FOR TOPICAL USE","84:80.00","SUNSCREEN AGENTS","",""
"66684","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"66685","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"66686","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"66687","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"66688","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"66689","D02BA","PROTECTIVES AGAINST UV-RADIATION FOR TOPICAL USE","84:80.00","SUNSCREEN AGENTS","",""
"6669","M01AE11","TIAPROFENIC ACID","28:08.04.92","OTHER NONSTEROIDAL ANTIIMFLAMMATORY AGENTS","",""
"66692","D02BA","PROTECTIVES AGAINST UV-RADIATION FOR TOPICAL USE","84:80.00","SUNSCREEN AGENTS","",""
"66696","C10AA03","PRAVASTATIN","24:06.08","HMG-COA REDUCTASE INHIBITORS","",""
"66697","C10AA03","PRAVASTATIN","24:06.08","HMG-COA REDUCTASE INHIBITORS","",""
"66698","C10AA03","PRAVASTATIN","24:06.08","HMG-COA REDUCTASE INHIBITORS","",""
"667","J07AF01","DIPHTHERIA TOXOID","80:08.00","TOXOIDS","",""
"6670","C01DA08","ISOSORBIDE DINITRATE","24:12.08","NITRATES AND NITRITES","",""
"66700","D08AX","OTHER ANTISEPTICS AND DISINFECTANTS","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES","",""
"66701","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"66703","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"66704","D08AX","OTHER ANTISEPTICS AND DISINFECTANTS","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES","",""
"66706","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"6671","G01AC51","DIIODOHYDROXYQUINOLINE, COMBINATIONS","84:04.08.92","MISCELLANEOUS ANTIFUNGALS","",""
"66710","G03FA12","MEDROXYPROGESTERONE AND ESTROGEN","68:16.04","ESTROGENS","",""
"66710","G03FA12","MEDROXYPROGESTERONE AND ESTROGEN","68:32.00","PROGESTINS","",""
"66711","G03FA12","MEDROXYPROGESTERONE AND ESTROGEN","68:16.04","ESTROGENS","",""
"66711","G03FA12","MEDROXYPROGESTERONE AND ESTROGEN","68:32.00","PROGESTINS","",""
"66712","G03FA12","MEDROXYPROGESTERONE AND ESTROGEN","68:16.04","ESTROGENS","",""
"66712","G03FA12","MEDROXYPROGESTERONE AND ESTROGEN","68:32.00","PROGESTINS","",""
"66722","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"6673","R01AX10","VARIOUS","40:12.00","REPLACEMENT PREPARATIONS","",""
"66738","B05ZA","HEMODIALYTICS, CONCENTRATES","40:34.00*","HEMODIALYSIS SOLUTION","",""
"6674","R01AX10","VARIOUS","52:92.00","EENT DRUGS, MISCELLANEOUS","",""
"66746","M01AX01","NABUMETONE","28:08.04.92","OTHER NONSTEROIDAL ANTIIMFLAMMATORY AGENTS","",""
"6675","D08AE55","CHLOROXYLENOL, COMBINATIONS","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES","",""
"66753","D06BX01","METRONIDAZOLE","84:04.04","ANTIBIOTICS","",""
"6677","J01EA01","TRIMETHOPRIM","08:36.00","URINARY ANTI-INFECTIVES","",""
"66771","D11AX11","HYDROQUINONE","84:50.04","DEPIGMENTING AGENTS","",""
"66772","D11AX11","HYDROQUINONE","84:50.04","DEPIGMENTING AGENTS","",""
"66775","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"6678","A11GA01","ASCORBIC ACID (VIT C)","88:12.00","VITAMIN C","",""
"6679","","","56:24.00","LIPOTROPIC AGENTS","",""
"66790","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"66791","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"66796","R06AX13","LORATADINE","04:08.00","SECOND GENERATION ANTIHISTAMINES","",""
"66797","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"66799","M03BA53","METHOCARBAMOL, COMBINATIONS EXCL PSYCHOLEPTICS","12:20.04","CENTRALLY ACTING SKELETAL MUSCLE RELAXANTS","",""
"66799","M03BA53","METHOCARBAMOL, COMBINATIONS EXCL PSYCHOLEPTICS","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS","",""
"668","J07AF01","DIPHTHERIA TOXOID","80:08.00","TOXOIDS","",""
"6680","B03BA01","CYANOCOBALAMIN","88:08.00","VITAMIN B COMPLEX","",""
"66800","C01CA26","EPHEDRINE","12:12.12","ALPHA-AND BETA-ADRENERGIC AGONISTS","",""
"66804","J01MA14","MOXIFLOXACIN","08:12.18","QUINOLONES","",""
"66805","L03AB10","PEGINTERFERON ALFA-2B","08:18.20","INTERFERONS","",""
"66806","L03AB10","PEGINTERFERON ALFA-2B","08:18.20","INTERFERONS","",""
"66807","L03AB10","PEGINTERFERON ALFA-2B","08:18.20","INTERFERONS","",""
"66808","L03AB10","PEGINTERFERON ALFA-2B","08:18.20","INTERFERONS","",""
"66809","D10AF01","CLINDAMYCIN","84:04.04","ANTIBIOTICS","",""
"66813","N01AX10","PROPOFOL","28:04.92","MISCELLANEOUS GENERAL ANESTHETICS","",""
"66817","S01XA20","ARTIFICIAL TEARS AND OTHER INDIFFERENT PREPARATIONS.","52:13.00*","ARTIFICIAL TEARS","",""
"6682","B01AD09","ANCROD","20:12.04.92","MISCELLANEOUS ANTICOAGULANTS","",""
"66823","","","92:01.00*","HERBS AND NATURAL PRODUCTS","",""
"66826","V08CA06","GADOVERSETAMIDE","36:89.00*","OTHER DIAGNOSTICS","",""
"66828","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"6683","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"66830","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"66832","D11AA","ANTIHIDROTICS","84:12.00","ASTRINGENTS AND DEODORANTS","",""
"66836","C10AX06","OMEGA-3-TRIGLYCERIDES INCL. OTHER ESTERS AND ACIDS","88:30.00*","OTHER NUTRITIONAL AGENTS","",""
"66838","N02BE01","ACETAMINOPHEN (PARACETAMOL)","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS","",""
"6684","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"66840","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","48:08.00","ANTITUSSIVES","",""
"66844","G03GA05","FOLLITROPIN ALFA","68:18.00","GONADOTROPINS AND ANTIGONADOTROPINS","",""
"66847","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","12:12.12","ALPHA-AND BETA-ADRENERGIC AGONISTS","",""
"66847","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS","",""
"66848","D11AX11","HYDROQUINONE","84:50.04","DEPIGMENTING AGENTS","",""
"66850","S01XA20","ARTIFICIAL TEARS AND OTHER INDIFFERENT PREPARATIONS.","52:13.00*","ARTIFICIAL TEARS","",""
"66853","D04AX","OTHER ANTIPRURITICS","84:08.00","ANTIPRURITICS AND LOCAL ANESTHETICS","",""
"6686","J01FA01","ERYTHROMYCIN","08:12.12.04","ERYTHROMYCINS","",""
"6688","J01FA01","ERYTHROMYCIN","08:12.12.04","ERYTHROMYCINS","",""
"66885","N05CD07","TEMAZEPAM","28:24.08","BENZODIAZEPINES","",""
"66886","N05CD07","TEMAZEPAM","28:24.08","BENZODIAZEPINES","",""
"66888","S01EA05","BRIMONIDINE","52:40.04","ALPHA-ADRENERGIC AGONISTS","",""
"66890","D02AF","SALICYLIC ACID PREPARATIONS","84:28.00","KERATOLYTIC AGENTS","",""
"66892","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"66893","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"66894","R05DA09","DEXTROMETHORPHAN","48:08.00","ANTITUSSIVES","",""
"66895","D02BA02","OCTYL METHOXYCINNAMATE","84:80.00","SUNSCREEN AGENTS","",""
"66896","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"66897","D08AX08","ETHANOL","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES","",""
"66899","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"669","J07AJ01","PERTUSSIS, INACTIVATED, WHOLE CELL","80:12.00","VACCINES","",""
"6691","V03AN01","OXYGEN","92:92.00","OTHER MISCELLANEOUS THERAPEUTIC AGENTS","",""
"66910","N02AA59","CODEINE, COMBINATIONS EXCL. PSYCHOLEPTICS","12:20.04","CENTRALLY ACTING SKELETAL MUSCLE RELAXANTS","",""
"66910","N02AA59","CODEINE, COMBINATIONS EXCL. PSYCHOLEPTICS","28:08.08","OPIATE AGONISTS","",""
"66912","D10AF01","CLINDAMYCIN","84:04.04","ANTIBIOTICS","",""
"66913","M03BA53","METHOCARBAMOL, COMBINATIONS EXCL PSYCHOLEPTICS","12:20.04","CENTRALLY ACTING SKELETAL MUSCLE RELAXANTS","",""
"66913","M03BA53","METHOCARBAMOL, COMBINATIONS EXCL PSYCHOLEPTICS","28:08.04.24","SALICYLATES","",""
"66916","M03BA53","METHOCARBAMOL, COMBINATIONS EXCL PSYCHOLEPTICS","12:20.04","CENTRALLY ACTING SKELETAL MUSCLE RELAXANTS","",""
"66916","M03BA53","METHOCARBAMOL, COMBINATIONS EXCL PSYCHOLEPTICS","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS","",""
"66917","M03BA53","METHOCARBAMOL, COMBINATIONS EXCL PSYCHOLEPTICS","12:20.04","CENTRALLY ACTING SKELETAL MUSCLE RELAXANTS","",""
"66917","M03BA53","METHOCARBAMOL, COMBINATIONS EXCL PSYCHOLEPTICS","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS","",""
"6692","A11JB","VITAMINS WITH MINERALS","88:28.01*","VITAMINS & MINERALS","",""
"66928","R05DA20","COMBINATIONS","48:08.00","ANTITUSSIVES","",""
"66930","D01AE18","TOLNAFTATE","84:04.08.40","THIOCARBAMATES","",""
"66932","D02BA","PROTECTIVES AGAINST UV-RADIATION FOR TOPICAL USE","84:80.00","SUNSCREEN AGENTS","",""
"66941","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"66942","S01XA20","ARTIFICIAL TEARS AND OTHER INDIFFERENT PREPARATIONS.","52:12.00","CONTACT LENS SOLUTIONS","",""
"66947","R05FA02","OPIUM DERIVATIVES AND EXPECTORANTS","48:08.00","ANTITUSSIVES","",""
"66949","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","12:12.12","ALPHA-AND BETA-ADRENERGIC AGONISTS","",""
"66949","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS","",""
"6695","D07AA02","HYDROCORTISONE","84:06.00","ANTI-INFLAMMATORY AGENTS","",""
"66950","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","12:12.12","ALPHA-AND BETA-ADRENERGIC AGONISTS","",""
"66950","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS","",""
"66951","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","04:04.20","PROPYLAMINE DERIVATIVES","",""
"66951","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS","",""
"66958","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","04:04.20","PROPYLAMINE DERIVATIVES","",""
"66958","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS","",""
"66959","R05DA20","COMBINATIONS","48:08.00","ANTITUSSIVES","",""
"6696","S02AA30","ANTIINFECTIVES, COMBINATIONS","52:04.92","MISCELLANEOUS ANTI-INFECTIVES","",""
"66968","B01AC06","ACETYLSALICYLIC ACID","28:08.04.24","SALICYLATES","",""
"6697","A11AA03","MULTIVITAMINS AND OTHER MINERALS INCL COMBINATIONS","88:28.01*","VITAMINS & MINERALS","",""
"66974","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"66978","V08BA01","BARIUM SULPHATE WITH SUSPENDING AGENTS","36:68.00","ROENTGENOGRAPHY","",""
"6698","","","88:29.00*","MINERALS","",""
"66983","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","48:08.00","ANTITUSSIVES","",""
"66987","A01AD07","AMLEXANOX","92:00.00","MISCELLANEOUS THERAPEUTIC AGENTS","",""
"6699","A12CB02","ZINC GLUCONATE","88:29.00*","MINERALS","",""
"66990","N04AC01","BENZATROPINE","28:36.08","ANTICHOLINERGIC AGENTS","",""
"66993","A07BB","BISMUTH PREPARATIONS","56:08.00","ANTIDIARRHEA AGENTS","",""
"66994","A02AX","ANTACIDS, OTHER COMBINATIONS","56:04.00","ANTACIDS AND ADSORBENTS","",""
"66995","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"66996","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"66997","C10AA02","LOVASTATIN","24:06.08","HMG-COA REDUCTASE INHIBITORS","",""
"66998","A06AB20","CONTACT LAXATIVES IN COMBINATION","56:12.00","CATHARTICS AND LAXATIVES","",""
"66998","A06AB20","CONTACT LAXATIVES IN COMBINATION","92:01.00*","HERBS AND NATURAL PRODUCTS","",""
"66999","C10AA02","LOVASTATIN","24:06.08","HMG-COA REDUCTASE INHIBITORS","",""
"670","J07BF02","POLIOMYELITIS ORAL, TRIVALENT, LIVE ATTENUATED","80:12.00","VACCINES","",""
"67004","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"67005","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"6702","A12AA03","CALCIUM GLUCONATE","40:12.00","REPLACEMENT PREPARATIONS","",""
"67021","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"67022","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"67023","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"67024","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"67025","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"67026","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"67027","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"67028","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"67029","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"6703","B03BB01","FOLIC ACID","88:08.00","VITAMIN B COMPLEX","",""
"67030","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"67034","N02AA03","HYDROMORPHONE","28:08.08","OPIATE AGONISTS","",""
"67035","N02AA03","HYDROMORPHONE","28:08.08","OPIATE AGONISTS","",""
"67036","N02AA03","HYDROMORPHONE","28:08.08","OPIATE AGONISTS","",""
"67038","A08AA10","SIBUTRAMINE","28:20.92","ANOREXIGENIC AGENTS & RESPIRATORY AND CEREBRAL STIMULANTS, MISCELLANEOUS","",""
"67039","A08AA10","SIBUTRAMINE","28:20.92","ANOREXIGENIC AGENTS & RESPIRATORY AND CEREBRAL STIMULANTS, MISCELLANEOUS","",""
"6704","B03BA01","CYANOCOBALAMIN","88:08.00","VITAMIN B COMPLEX","",""
"67040","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"67041","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"67044","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"67045","D02BA","PROTECTIVES AGAINST UV-RADIATION FOR TOPICAL USE","84:80.00","SUNSCREEN AGENTS","",""
"67046","A01AA01","SODIUM FLUORIDE","34:00.00","DENTAL AGENTS","",""
"6705","A11GA01","ASCORBIC ACID (VIT C)","88:12.00","VITAMIN C","",""
"67056","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"67057","M01AE01","IBUPROFEN","28:08.04.92","OTHER NONSTEROIDAL ANTIIMFLAMMATORY AGENTS","",""
"67058","M01AE01","IBUPROFEN","28:08.04.92","OTHER NONSTEROIDAL ANTIIMFLAMMATORY AGENTS","",""
"6706","A11CC","VITAMIN D AND ANALOGUES","88:16.00","VITAMIN D","",""
"67061","J01MA16","GATIFLOXACIN","08:12.18","QUINOLONES","",""
"67062","J01MA16","GATIFLOXACIN","08:12.18","QUINOLONES","",""
"67063","J01MA16","GATIFLOXACIN","08:12.18","QUINOLONES","",""
"67064","J01MA16","GATIFLOXACIN","08:12.18","QUINOLONES","",""
"67065","D02BA02","OCTYL METHOXYCINNAMATE","84:80.00","SUNSCREEN AGENTS","",""
"67066","B02BD02","COAGULATION FACTOR VIII","20:28.16","HEMOSTATICS","",""
"67067","B02BD02","COAGULATION FACTOR VIII","20:28.16","HEMOSTATICS","",""
"67068","B02BD02","COAGULATION FACTOR VIII","20:28.16","HEMOSTATICS","",""
"6707","A11HA02","PYRIDOXINE (VIT B6)","88:08.00","VITAMIN B COMPLEX","",""
"6708","A11HA31","CALCIUM PANTOTHENATE","88:08.00","VITAMIN B COMPLEX","",""
"67083","A01AA01","SODIUM FLUORIDE","34:00.00","DENTAL AGENTS","",""
"67084","D08AX05","ISOPROPANOL","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES","",""
"67087","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"67088","D08AJ51","BENZALKONIUM, COMBINATIONS","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES","",""
"6709","C04AC01","NICOTINIC ACID","88:08.00","VITAMIN B COMPLEX","",""
"67090","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"67092","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"67098","C02CA04","DOXAZOSIN","24:20.00","ALPHA-ADRENERGIC BLOCKING AGENTS","",""
"67099","C02CA04","DOXAZOSIN","24:20.00","ALPHA-ADRENERGIC BLOCKING AGENTS","",""
"671","J07BX","OTHER VIRAL VACCINES","80:12.00","VACCINES","",""
"6710","A11HA04","RIBOFLAVIN (VIT B2)","88:08.00","VITAMIN B COMPLEX","",""
"67100","C02CA04","DOXAZOSIN","24:20.00","ALPHA-ADRENERGIC BLOCKING AGENTS","",""
"67104","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","48:08.00","ANTITUSSIVES","",""
"67106","C10AA06","CERIVASTATIN","24:06.00","ANTILIPEMIC AGENTS","",""
"6711","A11DA01","THIAMINE (VIT B1)","88:08.00","VITAMIN B COMPLEX","",""
"67114","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"67117","G04BX13","DIMETHYL SULFOXIDE","92:00.00","MISCELLANEOUS THERAPEUTIC AGENTS","",""
"67119","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"6712","A11CA01","RETINOL (VIT A)","88:04.00","VITAMIN A","",""
"67122","","","92:01.00*","HERBS AND NATURAL PRODUCTS","",""
"67123","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"6713","R01AA07","XYLOMETAZOLINE","52:32.00","VASOCONSTRICTORS","",""
"67132","N05BA01","DIAZEPAM","28:24.08","BENZODIAZEPINES","",""
"67136","C01EB09","UBIDECARENONE","88:30.00*","OTHER NUTRITIONAL AGENTS","",""
"67138","A11AA03","MULTIVITAMINS AND OTHER MINERALS INCL COMBINATIONS","88:28.01*","VITAMINS & MINERALS","",""
"67142","A11AA03","MULTIVITAMINS AND OTHER MINERALS INCL COMBINATIONS","88:28.01*","VITAMINS & MINERALS","",""
"67147","N05CD08","MIDAZOLAM","28:24.08","BENZODIAZEPINES","",""
"67148","N05CD08","MIDAZOLAM","28:24.08","BENZODIAZEPINES","",""
"67151","D11AX56","MEQUINOL, COMBINATIONS","84:16.00","CELL STIMULANTS AND PROLIFERANTS","",""
"67151","D11AX56","MEQUINOL, COMBINATIONS","84:50.04","DEPIGMENTING AGENTS","",""
"6717","D11AA","ANTIHIDROTICS","84:12.00","ASTRINGENTS AND DEODORANTS","",""
"67181","A11AA03","MULTIVITAMINS AND OTHER MINERALS INCL COMBINATIONS","88:28.01*","VITAMINS & MINERALS","",""
"67182","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"67186","D11AA","ANTIHIDROTICS","84:12.00","ASTRINGENTS AND DEODORANTS","",""
"67188","D08AE05","CHLOROXYLENOL","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES","",""
"67189","D02AF","SALICYLIC ACID PREPARATIONS","84:28.00","KERATOLYTIC AGENTS","",""
"6719","D08AE04","TRICLOSAN","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES","",""
"67190","D11AA","ANTIHIDROTICS","84:12.00","ASTRINGENTS AND DEODORANTS","",""
"67192","D11AA","ANTIHIDROTICS","84:12.00","ASTRINGENTS AND DEODORANTS","",""
"67193","D11AA","ANTIHIDROTICS","84:12.00","ASTRINGENTS AND DEODORANTS","",""
"67199","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"67201","D11AA","ANTIHIDROTICS","84:12.00","ASTRINGENTS AND DEODORANTS","",""
"67219","D02BA02","OCTYL METHOXYCINNAMATE","84:80.00","SUNSCREEN AGENTS","",""
"67220","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"67225","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"67226","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"6723","N02BE01","ACETAMINOPHEN (PARACETAMOL)","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS","",""
"67230","B01AC05","TICLOPIDINE","20:12.18","PLATELET AGGREGATION INHIBITORS","",""
"67233","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"67234","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"67239","R01BA02","PSEUDOEPHEDRINE","12:12.12","ALPHA-AND BETA-ADRENERGIC AGONISTS","",""
"67247","J06BB03","VARICELLA/ZOSTER IMMUNOGLOBULIN","80:04.00","SERUMS","",""
"67252","N02BA01","ACETYLSALICYLIC ACID","28:08.04.24","SALICYLATES","",""
"67255","N06AG02","MOCLOBEMIDE","28:16.04.12","MONOAMINE OXIDASE INHIBITORS","",""
"67256","N06AG02","MOCLOBEMIDE","28:16.04.12","MONOAMINE OXIDASE INHIBITORS","",""
"67259","N03AX09","LAMOTRIGINE","28:12.92","MISCELLANEOUS ANTICONVULSANTS","",""
"6726","A11EA","VITAMIN B-COMPLEX, PLAIN","88:08.00","VITAMIN B COMPLEX","",""
"67260","N03AX09","LAMOTRIGINE","28:12.92","MISCELLANEOUS ANTICONVULSANTS","",""
"6727","B05CA10","COMBINATIONS","40:36.00","IRRIGATING SOLUTIONS","",""
"67270","","","92:01.00*","HERBS AND NATURAL PRODUCTS","",""
"67271","A12AX","CALCIUM, COMBINATIONS WITH VITAMIN D AND/OR OTHER DRUGS","88:28.01*","VITAMINS & MINERALS","",""
"67274","A11AA03","MULTIVITAMINS AND OTHER MINERALS INCL COMBINATIONS","88:28.01*","VITAMINS & MINERALS","",""
"67275","A11JC","VITAMINS, OTHER COMBINATIONS","88:20.00","VITAMIN E","",""
"67275","A11JC","VITAMINS, OTHER COMBINATIONS","88:30.00*","OTHER NUTRITIONAL AGENTS","",""
"67276","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"67277","D08AE05","CHLOROXYLENOL","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES","",""
"67278","A11JC","VITAMINS, OTHER COMBINATIONS","88:28.01*","VITAMINS & MINERALS","",""
"67284","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"67285","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"67288","D08AE05","CHLOROXYLENOL","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES","",""
"67289","D08AE04","TRICLOSAN","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES","",""
"6729","R06AC04","TRIPELENNAMINE","04:04.08","ETHYLENEDIAMINE DERIVATIVES","",""
